p
"[{topicName:Ted},{},{industryName:Hollywood film}]"
"[{topicName:Death Note},{},{industryName:Hollywood film}]"
"[{topicName:Ajab Prem Ki Ghazab Kahani},{},{industryName:Bollywood film}]"
"[{topicName:Mohenjo Daro},{},{industryName:Bollywood film}]"
"[{topicName:Rustom},{},{industryName:Bollywood film}]"
"[{topicName:BajiraoMastani},{},{industryName:Bollywood film}]"
"[{topicName:Oh My God},{},{industryName:Bollywood film}]"
"[{topicName:Ashiqui 2},{},{industryName:Bollywood film}]"
"[{topicName:Race2},{},{industryName:Bollywood film}]"
"[{topicName:Baahubali},{},{industryName:Bollywood film}]"
"[{topicName:Drishyam},{},{industryName:Bollywood film}]"
"[{topicName:JodhaAkbar},{},{industryName:Bollywood film}]"
"[{topicName:Piku},{},{industryName:Bollywood film}]"
"[{topicName:LunchBox},{},{industryName:Bollywood film}]"
"[{topicName:Chennai Express},{},{industryName:Bollywood film}]"
"[{topicName:Dilwale Dulhaniya Le Jayenge},{},{industryName:Bollywood film}]"
"[{categoryName:TV shows},{},{domainName:Entertainment}]"
"[{categoryName:Movie},{},{domainName:Entertainment}]"
"[{topicName:Stuart Little},{},{categoryName:Movie}]"
"[{topicName:Oh My God},{},{categoryName:Movie}]"
"[{topicName:Piku},{},{categoryName:Movie}]"
"[{topicName:Death Note},{},{categoryName:Movie}]"
"[{topicName:Prince of Persia},{},{categoryName:Movie}]"
"[{topicName:Baahubali},{},{categoryName:Movie}]"
"[{topicName:Ashiqui 2},{},{categoryName:Movie}]"
"[{topicName:Cars},{},{categoryName:Movie}]"
"[{topicName:Dilwale Dulhaniya Le Jayenge},{},{categoryName:Movie}]"
"[{topicName:Mission Impossible},{},{categoryName:Movie}]"
"[{topicName:Drishyam},{},{categoryName:Movie}]"
"[{topicName:Rustom},{},{categoryName:Movie}]"
"[{topicName:Dictator},{},{categoryName:Movie}]"
"[{topicName:The Walk},{},{categoryName:Movie}]"
"[{topicName:BajiraoMastani},{},{categoryName:Movie}]"
"[{topicName:JodhaAkbar},{},{categoryName:Movie}]"
"[{topicName:Gravity},{},{categoryName:Movie}]"
"[{topicName:Cindrella},{},{categoryName:Movie}]"
"[{topicName:Mohenjo Daro},{},{categoryName:Movie}]"
"[{topicName:Ted},{},{categoryName:Movie}]"
"[{topicName:Race2},{},{categoryName:Movie}]"
"[{topicName:Doctor Strange},{},{categoryName:Movie}]"
"[{topicName:Lincoln Lawyer},{},{categoryName:Movie}]"
"[{topicName:LunchBox},{},{categoryName:Movie}]"
"[{topicName:Ajab Prem Ki Ghazab Kahani},{},{categoryName:Movie}]"
"[{topicName:Fast & Furious},{},{categoryName:Movie}]"
"[{topicName:Chennai Express},{},{categoryName:Movie}]"
